Scenario,Budget,LT Revenue,ST Revenue,Total Revenue,Predicted Revenue,Region,Brand
region: Brazil brand: Nescau budget: 3700000,3699999.9999999995,2553848.1605240926,2292834.8651456945,4846683.025669787,4824761.298117691,Brazil,Nescau
region: Brazil brand: Nescau budget: 3800000,3800000.0000008405,2573918.599176081,2307683.7411001395,4881602.340276221,4862477.117433236,Brazil,Nescau
region: Brazil brand: Nescau budget: 3900000,3900000.000000002,2592430.8666403373,2321837.378585365,4914268.245225702,4898133.528086199,Brazil,Nescau
region: Brazil brand: Nescau budget: 400000,400000.00000000076,924803.0775924183,377995.46659671457,1302798.5441891328,1109530.509604924,Brazil,Nescau
region: Brazil brand: Nescau budget: 4000000,3999999.999999999,2609559.2051309356,2335342.302364216,4944901.507495152,4931842.980611894,Brazil,Nescau
region: Brazil brand: Nescau budget: 4100000,4099999.999999999,2625454.0667692777,2348240.959993927,4973695.0267632045,4963711.785372755,Brazil,Nescau
region: Brazil brand: Nescau budget: 4200000,4199999.999999998,2640245.8762519206,2360572.159845649,5000818.036097569,4993840.447833577,Brazil,Nescau
region: Brazil brand: Nescau budget: 4300000,4299999.999999997,2654048.1137267565,2372371.4546120064,5026419.568338763,5022323.985527876,Brazil,Nescau
region: Brazil brand: Nescau budget: 4400000,4400000.000000001,2666959.8589501996,2383671.4778559366,5050631.336806136,5049252.227717103,Brazil,Nescau
region: Brazil brand: Nescau budget: 4500000,4500000.0,2679067.9038933283,2394502.2400167175,5073570.143910046,5074710.098687492,Brazil,Nescau
region: Brazil brand: Nescau budget: 4600000,4600000.000000005,2690448.5164462742,2404891.3893356505,5095339.905781925,5098777.885577953,Brazil,Nescau
region: Brazil brand: Nescau budget: 4700000,4699999.999999998,2701168.919812512,2414864.442361995,5116033.362174507,5121531.491583666,Brazil,Nescau
region: Brazil brand: Nescau budget: 4800000,4800000.000000001,2711288.5386587363,2424444.988024131,5135733.526682867,5143042.675333949,Brazil,Nescau
region: Brazil brand: Nescau budget: 4900000,4899999.999998932,2720860.052796691,2433654.868680203,5154514.921476894,5163379.27719905,Brazil,Nescau
region: Brazil brand: Nescau budget: 500000,500000.0000000025,1041709.8353627605,486540.830377938,1528250.6657406986,1350110.2360545953,Brazil,Nescau
region: Brazil brand: Nescau budget: 5000000,5000000.0,2729930.2912383224,2442514.341080568,5172444.63231889,5182605.43324113,Brazil,Nescau
region: Brazil brand: Nescau budget: 5100000,5100000.000001492,2738540.9932669266,2451042.2197623635,5189583.21302929,5200781.777479945,Brazil,Nescau
region: Brazil brand: Nescau budget: 5200000,5199999.999994365,2746729.458281662,2459256.0050526652,5205985.463334328,5217965.63311576,Brazil,Nescau
region: Brazil brand: Nescau budget: 5300000,5300000.000002251,2754529.102278815,2467171.9975612676,5221701.099840082,5234211.193317644,Brazil,Nescau
region: Brazil brand: Nescau budget: 5400000,5400000.000000001,2761969.9356910395,2474805.400775423,5236775.336466462,5249569.692120218,Brazil,Nescau
region: Brazil brand: Nescau budget: 5500000,5500000.000000001,2769078.974814287,2482170.413190086,5251249.388004373,5264089.5660160445,Brazil,Nescau
region: Brazil brand: Nescau budget: 5600000,5600000.000000005,2775880.5969488,2489280.3111736006,5265160.908122401,5277816.606702502,Brazil,Nescau
region: Brazil brand: Nescau budget: 5700000,5699999.999999964,2782396.8477407466,2496147.5236520953,5278544.371392842,5290794.105498943,Brazil,Nescau
region: Brazil brand: Nescau budget: 5800000,5800000.000000002,2788647.70780728,2502783.699534955,5291431.407342235,5303062.98987531,Brazil,Nescau
region: Brazil brand: Nescau budget: 5900000,5900000.000000002,2794651.3245985457,2509199.768696383,5303851.093294929,5314661.952526092,Brazil,Nescau
region: Brazil brand: Nescau budget: 600000,600000.0000000518,1147296.9917477334,585060.2919025681,1732357.2836503014,1577553.5125600465,Brazil,Nescau
region: Brazil brand: Nescau budget: 6000000,5999999.999999984,2800424.2145059765,2515405.997223239,5315830.211729215,5325627.573396511,Brazil,Nescau
region: Brazil brand: Nescau budget: 6100000,6100000.000000006,2805981.4394446476,2521412.037553293,5327393.476997941,5335994.435045623,Brazil,Nescau
region: Brazil brand: Nescau budget: 6200000,6200000.000000002,2811336.7614853946,2527226.974049476,5338563.735534871,5345795.231710192,Brazil,Nescau
region: Brazil brand: Nescau budget: 6300000,6300000.0000000065,2816502.7785732215,2532859.36450469,5349362.143077912,5355060.8724133745,Brazil,Nescau
region: Brazil brand: Nescau budget: 6400000,6400000.000000002,2821491.043897747,2538317.277965556,5359808.321863303,5363820.578443273,Brazil,Nescau
region: Brazil brand: Nescau budget: 6500000,6500000.000000021,2826312.171129679,2543608.3293099026,5369920.500439581,5372101.975508879,Brazil,Nescau
region: Brazil brand: Nescau budget: 6600000,6600000.000000006,2830975.9273787,2548739.710851374,5379715.638230074,5379931.180863954,Brazil,Nescau
region: Brazil brand: Nescau budget: 6700000,6699999.999999996,2835491.315485975,2553718.2212979463,5389209.536783921,5387332.885673708,Brazil,Nescau
region: Brazil brand: Nescau budget: 6800000,6800000.000000002,2839866.6470224373,2558550.2923163604,5398416.939338798,5394330.432883939,Brazil,Nescau
region: Brazil brand: Nescau budget: 6900000,6900000.00000001,2844109.6071737907,2563242.012936511,5407351.620110301,5400945.890838285,Brazil,Nescau
region: Brazil brand: Nescau budget: 700000,700000.000000079,1237215.3671604854,681997.0316996869,1919212.3988601724,1792577.6328003723,Brazil,Nescau
region: Brazil brand: Nescau budget: 7000000,7000000.000000002,2848227.3125247485,2567799.151992242,5416026.46451699,5407200.122875723,Brazil,Nescau
region: Brazil brand: Nescau budget: 7100000,7100000.000000005,2852226.3626253987,2572227.1788033387,5424453.541428737,5413112.853127817,Brazil,Nescau
region: Brazil brand: Nescau budget: 7200000,7200000.000000001,2856112.8860878213,2576531.282235773,5432644.168323594,5418702.728723216,Brazil,Nescau
region: Brazil brand: Nescau budget: 7300000,7299999.999999852,2859892.5818768973,2580716.388312722,5440608.97018962,5423987.378595568,Brazil,Nescau
region: Brazil brand: Nescau budget: 7400000,7399999.999999976,2863570.7563581425,2584787.1764901117,5448357.932848254,5428983.469080384,Brazil,Nescau
region: Brazil brand: Nescau budget: 7500000,7499999.999999917,2867152.3565996545,2588748.094723234,5455900.451322889,5433706.756476004,Brazil,Nescau
region: Brazil brand: Nescau budget: 7600000,7599999.999999992,2870642.000357844,2592603.3734275573,5463245.373785401,5438172.136734729,Brazil,Nescau
region: Brazil brand: Nescau budget: 7700000,7700000.000000045,2874044.0031229313,2596357.038430568,5470401.041553499,5442393.6924405,Brazil,Nescau
region: Brazil brand: Nescau budget: 7800000,7799999.999999902,2877362.4025524817,2600012.9229998663,5477375.325552348,5446384.73722153,Brazil,Nescau
region: Brazil brand: Nescau budget: 7900000,7900000.000000003,2880600.980580038,2603574.6790236128,5484175.659603651,5450157.857737854,Brazil,Nescau
region: Brazil brand: Nescau budget: 800000,800000.0000000738,1317136.980817169,776093.4750359338,2093230.4558531027,1995860.7238440146,Brazil,Nescau
region: Brazil brand: Nescau budget: 900000,899999.9999999993,1391821.303595989,864285.2391962282,2256106.5427922173,2188043.8847752493,Brazil,Nescau
region: France brand: Lion budget: 100000,100000.00000005848,202935.36410629182,227858.79497935702,430794.15908564883,299207.0699277996,France,Lion
region: France brand: Lion budget: 1000000,999999.9999999049,1111584.3269544663,1499411.816509315,2610996.143463781,2482967.302048696,France,Lion
region: France brand: Lion budget: 1100000,1100000.0000000005,1183686.401170671,1585998.7052719137,2769685.1064425847,2677310.2440600493,France,Lion
region: France brand: Lion budget: 1200000,1199999.9999977842,1254152.9894922036,1669246.5910007528,2923399.5804929566,2863445.424686707,France,Lion
region: France brand: Lion budget: 1300000,1300000.0000000002,1323034.5964018386,1749322.4444466978,3072357.0408485364,3041719.485533311,France,Lion
region: France brand: Lion budget: 1400000,1399999.9999998834,1389873.6190386117,1826899.7855145137,3216773.4045531256,3212464.4283301258,France,Lion
region: France brand: Lion budget: 1500000,1500000.0000000002,1454990.3579730717,1901661.3169791733,3356651.6749522453,3375998.233265073,France,Lion
region: France brand: Lion budget: 1600000,1599999.999999892,1518252.6858333799,1973816.389926976,3492069.075760356,3532625.451139413,France,Lion
region: France brand: Lion budget: 1700000,1699999.9999995248,1580202.2891971252,2043018.2815094176,3623220.5707065426,3682637.770542175,France,Lion
region: France brand: Lion budget: 1800000,1799999.9999995294,1639212.458024011,2111196.177399699,3750408.63542371,3826314.5610652124,France,Lion
region: France brand: Lion budget: 1900000,1899999.999999405,1697017.6647094872,2176917.534868373,3873935.1995778605,3963923.393573647,France,Lion
region: France brand: Lion budget: 200000,200000.00000910833,373986.18422363064,438130.25969446515,812116.4439180958,585777.6108260229,France,Lion
region: France brand: Lion budget: 2000000,2000000.0,1753525.8964459414,2240424.908748087,3993950.8051940287,4095720.538509565,France,Lion
region: France brand: Lion budget: 2100000,2100000.0000001295,1808839.6921122596,2301760.587708737,4110600.2798209963,4221951.443142726,France,Lion
region: France brand: Lion budget: 2200000,2199999.9999984726,1862997.787111899,2361022.962951805,4224020.750063704,4342851.188672502,France,Lion
region: France brand: Lion budget: 2300000,2299999.999995796,1916032.4002813476,2418310.178716688,4334342.578998036,4458644.928024707,France,Lion
region: France brand: Lion budget: 2400000,2399999.9999981676,1967813.704856917,2473881.812551131,4441695.517408048,4569548.305159329,France,Lion
region: France brand: Lion budget: 2500000,2500000.0,2018274.753903084,2527959.813677549,4546234.567580633,4675767.856647807,France,Lion
region: France brand: Lion budget: 2600000,2599999.9999999995,2067329.2382083212,2580794.171628038,4648123.409836359,4777501.396326924,France,Lion
region: France brand: Lion budget: 2700000,2700000.0,2115447.092786387,2632036.9239590676,4747484.016745455,4874938.383687571,France,Lion
region: France brand: Lion budget: 2800000,2799999.999995697,2162653.809935358,2681755.050195073,4844408.860130431,4968260.27669812,France,Lion
region: France brand: Lion budget: 2900000,2899999.999999968,2208972.9254242214,2730013.3123172997,4938986.237741521,5057640.869757212,France,Lion
region: France brand: Lion budget: 300000,300000.0,523036.7890030906,629281.9139095026,1152318.7029125933,860245.306085964,France,Lion
region: France brand: Lion budget: 3000000,3000000.0000000056,2254427.195130467,2776873.2864799956,5031300.481610462,5143246.617313805,France,Lion
region: France brand: Lion budget: 3100000,3100000.0000000023,2298722.995095376,2822710.680348168,5121433.675443544,5225236.943896131,France,Lion
region: France brand: Lion budget: 3200000,3200000.0000000107,2342263.1586427484,2867241.0305017936,5209504.189144542,5303764.540990426,France,Lion
region: France brand: Lion budget: 3300000,3300000.0000000023,2384832.191914479,2910757.7202525698,5295589.912167048,5378975.651403684,France,Lion
region: France brand: Lion budget: 3400000,3399999.999999994,2426683.209496698,2953075.6578899706,5379758.867386669,5451010.341613337,France,Lion
region: France brand: Lion budget: 3500000,3500000.0000000014,2467790.8099164297,2994284.0795143293,5462074.8894307595,5520002.76261457,France,Lion
region: France brand: Lion budget: 3600000,3599999.999999984,2508183.6644931524,3034415.4747719755,5542599.1392651275,5586081.399751144,France,Lion
region: France brand: Lion budget: 3700000,3700000.0000000005,2547878.4778060797,3073511.7366465344,5621390.214452614,5649369.311995184,France,Lion
region: France brand: Lion budget: 3800000,3799999.9999998724,2586895.3202623064,3111608.0233267797,5698503.343589086,5709984.361121025,France,Lion
region: France brand: Lion budget: 3900000,3900000.000000001,2625157.3893227126,3148840.0622854712,5773997.451608184,5768039.431200995,France,Lion
region: France brand: Lion budget: 400000,400000.00000380946,651253.4440689945,808244.6354552314,1459498.079524226,1123121.299998952,France,Lion
region: France brand: Lion budget: 4000000,3999999.9999999898,2662754.074930576,3185181.9586919975,5847936.033622574,5823642.638829842,France,Lion
region: France brand: Lion budget: 4100000,4099999.9999999152,2685617.280519739,3233378.0770327025,5918995.357552441,5876897.5344722085,France,Lion
region: France brand: Lion budget: 4200000,4199999.999999999,2706112.892515638,3279565.454499855,5985678.347015493,5927903.295305587,France,Lion
region: France brand: Lion budget: 4300000,4299999.999999998,2725455.6276439065,3322914.6164168376,6048370.244060744,5976754.909918756,France,Lion
region: France brand: Lion budget: 4400000,4399999.999999856,2743677.081728154,3363671.173181507,6107348.254909661,6023543.355210422,France,Lion
region: France brand: Lion budget: 4500000,4499999.99999933,2762173.891994557,3400100.843363241,6162274.735357798,6068355.765816315,France,Lion
region: France brand: Lion budget: 4600000,4599999.999998208,2779187.2839927734,3433416.023619536,6212603.307612309,6111275.596381084,France,Lion
region: France brand: Lion budget: 4700000,4699999.999999642,2794753.717418078,3463772.7449389463,6258526.462357024,6152382.776978141,France,Lion
region: France brand: Lion budget: 4800000,4800000.0,2808693.733336285,3490457.7937228684,6299151.527059154,6191753.861960103,France,Lion
region: France brand: Lion budget: 4900000,4900000.000000001,2820658.2555252532,3513249.8925061086,6333908.148031361,6229462.172531508,France,Lion
region: France brand: Lion budget: 500000,500000.0000000138,746406.7266275757,974575.3020196657,1720982.0286472414,1374895.1493622854,France,Lion
region: France brand: Lion budget: 5000000,5000000.0,2830930.937367272,3532912.3509393306,6363843.288306603,6265577.933293653,France,Lion
region: France brand: Lion budget: 5100000,5099999.999999852,2839813.392122906,3550047.1526942938,6389860.5448172,6300168.403024635,France,Lion
region: France brand: Lion budget: 5200000,5200000.0,2847545.524717686,3565128.5900357827,6412674.114753469,6333297.999936502,France,Lion
region: France brand: Lion budget: 5300000,5299999.999999969,2854319.171361172,3578532.4362914725,6432851.607652645,6365028.421641485,France,Lion
region: France brand: Lion budget: 5400000,5400000.0,2859725.307812185,3591033.9746040385,6450759.282416224,6395418.760052692,France,Lion
region: France brand: Lion budget: 5500000,5499999.999999999,2862930.9069666103,3602696.9117426984,6465627.818709308,6424525.611431277,France,Lion
region: France brand: Lion budget: 5600000,5599999.999999942,2865484.2666849988,3612577.6216763104,6478061.888361309,6452403.181786417,France,Lion
region: France brand: Lion budget: 5700000,5700000.0,2867564.1760718133,3621223.8458528705,6488788.021924684,6479103.387823777,France,Lion
region: France brand: Lion budget: 5800000,5800000.0,2869288.4366810247,3628952.5108063957,6498240.94748742,6504675.953630423,France,Lion
region: France brand: Lion budget: 5900000,5899999.999999682,2870739.238571046,3635957.728589757,6506696.967160802,6529168.503276617,France,Lion
region: France brand: Lion budget: 600000,599999.9999996608,808360.970520271,1113192.0852850534,1921553.0558053243,1616035.7354109066,France,Lion
region: France brand: Lion budget: 6000000,6000000.0,2871976.219617613,3642366.109105138,6514342.328722751,6552626.649506942,France,Lion
region: France brand: Lion budget: 6100000,6100000.0,2873043.8107241853,3648265.6671961416,6521309.477920327,6575094.078684678,France,Lion
region: France brand: Lion budget: 6200000,6199999.999999896,2873975.721270758,3653721.306919676,6527697.028190434,6596612.632150133,France,Lion
region: France brand: Lion budget: 6300000,6299999.999987454,2874797.8680505822,3658783.364779215,6533581.232829797,6617222.38413943,France,Lion
region: France brand: Lion budget: 700000,700000.0000000073,885055.9327664245,1217669.9714796557,2102725.90424608,1846992.1369008454,France,Lion
region: France brand: Lion budget: 800000,799999.9999969526,962245.7026553976,1315519.525879506,2277765.2285349034,2068194.4664675072,France,Lion
region: France brand: Lion budget: 900000,900000.0000000321,1037795.0975004941,1409308.3376978433,2447103.4351983373,2280054.671660767,France,Lion
region: Australia brand: Uncle Toby's budget: 100000,100000.00000105183,1431271.5693847036,1489785.703683462,2921057.2730681654,628938.3003802277,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 1000000,1000000.0000000001,2242891.1880963324,2285264.135006642,4528155.323102974,4408176.252715859,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 1100000,1099999.9999999998,2337916.096633812,2338872.269576472,4676788.366210284,4675215.064461447,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 1200000,1200000.0000049162,2429737.26690598,2389790.0331245563,4819527.300030537,4920330.703488112,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 1300000,1300000.0000000808,2516885.823224238,2439869.5953787873,4956755.418603025,5145323.003648571,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 1400000,1400000.0000074005,2599705.4239524477,2489124.1403950634,5088829.564347511,5351844.037327011,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 1500000,1500000.0000001793,2678508.0052760825,2537567.8037787993,5216075.809054881,5541410.246081021,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 1600000,1600000.0,2753572.2280227826,2585220.3678073003,5338792.595830083,5715413.575762185,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 1700000,1700000.0000016938,2825582.7719241246,2631669.0659916713,5457251.837915796,5875131.697137602,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 1800000,1800000.0000006552,2893537.648190605,2678172.1844322253,5571709.83262283,6021737.387622199,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 1900000,1900000.000001118,2957833.6167866853,2724634.413317947,5682468.0301046325,6156307.142752661,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 200000,200000.00000206343,1537798.9458889978,1614105.5540140448,3151904.499903043,1206242.4472600364,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 2000000,2000000.0,3013696.9900122564,2776633.506617326,5790330.496629583,6279829.080649182,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 2100000,2100000.000000025,3063137.206902313,2832716.2540469947,5895853.460949307,6393210.197582468,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 2200000,2200000.00000018,3111185.136248719,2887989.5437732795,5999174.6800219985,6497283.027849035,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 2300000,2300000.000003159,3157893.6387255774,2942477.560198958,6100371.198924536,6592811.756908434,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 2400000,2400000.0000015064,3203316.1544839246,2996200.326623394,6199516.481107319,6680497.832627296,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 2500000,2500000.0000093747,3247620.864879204,3048908.367067649,6296529.231946853,6760985.115895409,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 2600000,2600000.000001248,3290591.55371444,3100646.275820491,6391237.829534931,6834864.608313519,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 2700000,2700000.0000000033,3332257.6873493036,3151472.7227049354,6483730.4100542385,6902678.791866545,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 2800000,2800000.0000000014,3378545.000478798,3195451.046780456,6573996.047259254,6964925.612197443,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 2900000,2900000.000000004,3426323.1578510827,3235470.4836411686,6661793.641492251,7022062.134946071,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 300000,300000.00000024866,1655608.7886947296,1697383.7841287411,3352992.5728234705,1736151.4666252995,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 3000000,3000000.000000002,3472358.866551266,3274853.1995047424,6747212.066056008,7074507.901885648,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 3100000,3100000.000008063,3516750.044909014,3313612.639255011,6830362.684164025,7122648.011534851,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 3200000,3200000.000003125,3559587.803182477,3351761.7201010725,6911349.52328355,7166835.946839978,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 3300000,3300000.0000032466,3600956.171713588,3389313.7124285037,6990269.8841420915,7207396.170759655,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 3400000,3400000.0000038864,3640933.75640133,3426281.1340961372,7067214.8904974675,7244626.508700898,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 3500000,3500000.0000004135,3672265.4183022953,3469531.564608457,7141796.982910752,7278800.335401215,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 3600000,3599999.999999989,3695422.292343563,3517651.289928787,7213073.58227235,7310168.58226673,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 3700000,3699999.999999997,3717397.1816961323,3563965.7118722303,7281362.893568363,7338961.579902537,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 3800000,3800000.000000299,3738288.1704563084,3608581.5502630165,7346869.720719324,7365390.749387479,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 3900000,3900000.000001499,3758182.1662820866,3651596.9836736573,7409779.149955744,7389650.154695073,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 400000,400000.0000006583,1761713.458108159,1777288.8616497342,3539002.319757893,2222556.3717980674,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 4000000,3999999.999997821,3777156.835485099,3693102.1791156475,7470259.014600746,7411917.927663892,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 4100000,4100000.0000005118,3795282.483078788,3733179.5094650956,7528461.992543884,7432357.575988292,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 4200000,4199999.999996654,3803821.216576347,3777132.8362462735,7580954.052822621,7451119.183813027,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 4300000,4300000.0,3822532.683550412,3797155.152295057,7619687.835845469,7468340.51378069,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 4400000,4399999.99999945,3836959.609187554,3806894.1224784497,7643853.731666004,7484148.018584771,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 4500000,4500000.000000001,3847231.3666575537,3814012.412328606,7661243.77898616,7498657.769493268,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 4600000,4600000.0,3853969.02464723,3820959.1160914255,7674928.140738655,7511976.3086322695,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 4700000,4700000.000000001,3859690.20109465,3826992.474775373,7686682.675870024,7524201.431304379,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 4800000,4800000.0,3865514.8441233328,3831129.7780827098,7696644.6222060425,7535422.904079158,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 4900000,4900000.000000001,3870532.7229440697,3834711.7528762757,7705244.475820346,7545723.123930724,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 500000,500000.0000035234,1856804.921831421,1859657.3172160678,3716462.239047489,2669028.7342794496,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 5000000,5000000.0,3874941.8619810785,3837871.8579389933,7712813.719920072,7555177.723261845,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 5100000,5100000.0,3878874.796011981,3840699.444052214,7719574.240064194,7563856.12525716,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 5200000,5200000.0,3882424.8256421285,3843257.270169364,7725682.095811492,7571822.053643399,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 5300000,5300000.000004306,3885660.1584282606,3845591.383797362,7731251.542225623,7579134.000599943,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 5400000,5400000.0,3888542.080765787,3847827.2328623715,7736369.3136281585,7585845.656253395,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 5500000,5500000.0,3890054.5399334384,3851160.6894853385,7741215.229418777,7592006.302916197,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 5600000,5600000.000000001,3892702.0575868343,3853071.305048333,7745773.362635167,7597661.176953526,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 5700000,5699999.999999999,3895170.9621001137,3854851.860649105,7750022.822749219,7602851.800946156,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 5800000,5799999.999999973,3897483.938065139,3856518.485308865,7754002.423374005,7607616.288581954,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 5900000,5900000.000000001,3899659.6028420166,3858084.5857976675,7757744.188639684,7611989.6245168885,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 600000,600000.0000002682,1935306.2537323665,1952704.9360218905,3888011.189754257,3078846.9090614486,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 6000000,6000000.000000001,3901713.6627310812,3859561.013187968,7761274.675919049,7616003.921260165,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 6100000,6099999.999999523,3903646.750584333,3860944.922066431,7764591.672650764,7619688.654969801,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 6200000,6199999.999999961,3905452.4210830224,3862235.3633864997,7767687.784469523,7623070.881890085,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 6300000,6299999.999999999,3907146.048907362,3863444.696332288,7770590.74523965,7626175.437019867,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 6400000,6399999.999999822,3908740.796362823,3864582.6597953793,7773323.456158202,7629025.116471023,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 6500000,6499999.999999999,3910168.6395712974,3865554.7159479093,7775723.355519207,7631640.84485558,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 6600000,6600000.000000001,3911676.6742346743,3866674.509890758,7778351.184125433,7634041.828930808,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 6700000,6700000.0,3913031.758452489,3867626.521238961,7780658.27969145,7636245.698630565,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 6800000,6800000.0,3914308.2545663686,3868523.0905140135,7782831.345080382,7638268.636518246,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 6900000,6900000.000000001,3915514.1771764145,3869369.9171501556,7784884.094326571,7640125.49661205,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 700000,700000.0000010475,2010268.8775583277,2044510.733479878,4054779.6110382057,3455020.107029257,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 7000000,7000000.000000001,3916658.60726595,3870174.2128582736,7786832.820124224,7641829.913454976,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 7100000,7099999.999999599,3917745.9328124374,3870938.4923700467,7788684.425182484,7643394.402230482,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 7200000,7199999.999998883,3918782.0768525368,3871667.162053744,7790449.238906281,7644830.45065892,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 800000,800000.0000058521,2083044.6306974532,2133917.14145868,4216961.772156133,3800310.4908539862,Australia,Uncle Toby's
region: Australia brand: Uncle Toby's budget: 900000,900000.0000063084,2164585.439133519,2210034.8576878915,4374620.29682141,4117253.4570087935,Australia,Uncle Toby's
